,house_price,house_region,n_bedrooms,has_condominium,value_condominium,has_garage,n_garage,house_size,house_hyperlink,house_category,n_bathrooms,zip_code,street_address,metro_distance,latitude,longitude,all_together
2809,48500.0,Sul,2,Com condomínio,270.0,Sem garagem,0,38.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/agio-apartamento-2-qts-1099047048,,,,,3,,,
1495,495000.0,Sul,3,Com condomínio,0.0,Com garagem,5,317.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/casa-para-venda-possui-317-metros-quadrados-com-3-quartos-em-samambaia-sul-brasilia-df-1107214590,,,,,3,,,
415,174900.0,Sul,3,Com condomínio,0.0,Com garagem,2,120.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/oportunidade-unica-linda-casa-na-samambaia-sul-3-quartos-escriturada-confira-1113017661,,,,,3,,,
2194,250000.0,Sul,2,Com condomínio,505.0,Com garagem,1,53.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/vendo-apartamento-de-2-quartos-com-excelente-localizacao-1108905370,Apartamentos,2,72304020.0,QR 120 Conjunto 10A,1,-15.866467705125428, -48.06214192392817,QR 120- Samambaia Sul- Apartamentos
1255,205000.0,Sul,1,Com condomínio,0.0,Com garagem,1,36.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-para-venda-com-36-metros-quadrados-com-1-quarto-em-samambaia-sul-brasilia-1113330461,Apartamentos,1,72300530.0,Quadra 301,3,,,Quadra 301- Samambaia Sul- Apartamentos
467,373000.0,Sul,2,Sem condomínio,0.0,Com garagem,1,66.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/residencial-solare-em-samambaia-lazer-completo-1105790256,Apartamentos,2,72300531.0,Quadra 301 Conjunto 1,3,,,Quadra 301- Samambaia Sul- Apartamentos
1845,207000.0,Sul,2,Com condomínio,0.0,Com garagem,1,44.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/ap-2-quartos-pronto-ate-100-financiado-1082170617,Apartamentos,1,72309303.0,QR 321 Conjunto 3,3,-15.896158968539169, -48.11739441518057,QR 321- Samambaia Sul- Apartamentos
930,330000.0,Norte,2,Com condomínio,0.0,Com garagem,5,112.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/qr-210-212-avenida-lt-com-sobrado-simples-fundos-3-vlr-330-000-samambaia-norte-brasili-1101953209,Casas,1,72316200.0,QR 210,1,-15.865980136247062, -48.074856779742994,QR 210- Samambaia Norte- Casas
1470,452000.0,Sul,3,Sem condomínio,0.0,Com garagem,1,78.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-de-3-quartos-em-samambaia-1107978936,Apartamentos,2,72300531.0,Quadra 301 Conjunto 1,3,,,Quadra 301- Samambaia Sul- Apartamentos
2260,340000.0,Norte,2,Sem condomínio,0.0,Com garagem,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/vende-se-casa-na-qr-614-cj-6-casa-14-1115574823,Casas,2,72322706.0,QR 614 Conjunto 6,3,-15.851932500574971, -48.07449435244879,QR 614- Samambaia Norte- Casas
1675,289900.0,Sul,2,Com condomínio,0.0,Com garagem,1,61.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/via-tropical-apto-2-qrtos-1-suite-qd-301-samambaia-aceita-finan-e-fgts-1099494921,Apartamentos,1,72300530.0,Quadra 301,3,,,Quadra 301- Samambaia Sul- Apartamentos
502,39000.0,Norte,2,Com condomínio,0.0,Com garagem,2,66.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/excelente-casa-agio-em-samambaia-norte-qr-425-1066131494,Casas,1,72327000.0,QR 425,3,-15.886719306891207, -48.12779199022573,QR 425- Samambaia Norte- Casas
1888,65000.0,Norte,3,Com condomínio,370.0,Com garagem,1,60.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/qn-412-agio-so-r-65-000-00-apartamento-60-m-com-3-quartos-sendo-1-suite-seguranca-24-ho-1118340309,Apartamentos,2,72320540.0,QN 412,3,-15.859811710860406, -48.074294258914115,QR 412- Samambaia Norte- Apartamentos
453,163800.0,Norte,2,Com condomínio,0.0,Sem garagem,0,33.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-2quartos-padrao-em-samambaia-sul-1085140947,Apartamentos,1,72321000.0,QR 407,3,-15.876050241346821, -48.10125828557616,QR 407- Samambaia Norte- Apartamentos
1968,116900.0,Sul,2,Sem condomínio,0.0,Com garagem,1,55.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/agio-qd-301-residencial-viver-melhor-apartamento-2-quartos-suite-andar-alto-lazer-1118002579,Apartamentos,2,72300531.0,Quadra 301 Conjunto 1,3,,,Quadra 301- Samambaia Sul- Apartamentos
1487,280000.0,Norte,4,Com condomínio,0.0,Com garagem,3,250.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/casa-para-venda-com-250-metros-quadrados-com-4-quartos-em-samambaia-norte-brasilia-df-1107371450,,,,,3,,,
1393,171000.0,Norte,2,Com condomínio,0.0,Sem garagem,0,33.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-para-venda-tem-33-metros-quadrados-com-2-quartos-em-samambaia-norte-brasilia-1110810458,Apartamentos,1,72321002.0,QR 407 Conjunto 2,3,-15.876050241346821, -48.10125828557616,QR 407- Samambaia Norte- Apartamentos
1322,400000.0,Norte,2,Com condomínio,0.0,Com garagem,2,105.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/excelente-casa-com-2-quartos-na-qr-402-samambaia-norte-1112578575,Casas,2,72318002.0,QR 402 Conjunto 2,2,-15.866307259725222, -48.08834855531934,QR 402- Samambaia Norte- Casas
2482,209500.0,Sul,2,Com condomínio,0.0,Com garagem,1,44.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/2-quartos-com-garagem-e-trada-facilitada-ate-100-financiado-1087919966,Apartamentos,1,72309304.0,QR 321 Conjunto 4,3,-15.896158968539169, -48.11739441518057,QR 321- Samambaia Sul- Apartamentos
1651,165000.0,Sul,1,Com condomínio,370.0,Com garagem,1,30.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-1-4-qr-408-samambaia-1100436688,Apartamentos,1,72303508.0,QS 123 Conjunto H,3,-15.891968728029996, -48.122775282000774,QR 123- Samambaia Sul- Apartamentos
738,215000.0,Sul,2,Com condomínio,389.0,Com garagem,1,53.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-com-2-quartos-a-venda-53-m-por-r-215-000-samambaia-sul-1102275547,Apartamentos,2,72310502.0,QS 320 Conjunto 2 Comércio,2,-15.874505597460054, -48.06054300742409,QR 320- Samambaia Sul- Apartamentos
2580,171000.0,Norte,2,Com condomínio,0.0,Sem garagem,0,33.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-2qrts-pelo-programa-casa-verde-e-amarela-1112895054,Apartamentos,1,72321005.0,QR 407 Conjunto 5,3,-15.876050241346821, -48.10125828557616,QR 407- Samambaia Norte- Apartamentos
342,260000.0,Norte,3,Com condomínio,350.0,Com garagem,1,66.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/res-safira-samambaia-desocupado-reformado-c-armarios-1048866378,Apartamentos,2,72318300.0,QR 408,2,-15.862810942571167, -48.079925793846854,QR 408- Samambaia Norte- Apartamentos
1222,188000.0,Norte,5,Com condomínio,0.0,Sem garagem,0,150.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/qr-205-otima-esquina-com-5-kitenets-energia-individual-em-samambaia-norte-brasilia-df-1113588115,,,,,3,,,
1041,165000.0,Norte,2,Com condomínio,0.0,Com garagem,1,33.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-para-venda-tem-33-metros-quadrados-com-2-quartos-em-samambaia-norte-brasilia-1067400747,Apartamentos,1,72321003.0,QR 407 Conjunto 3,3,-15.876050241346821, -48.10125828557616,QR 407- Samambaia Norte- Apartamentos
979,210000.0,Norte,5,Com condomínio,0.0,Com garagem,4,128.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/sobrado-a-venda-128-m-por-r-210-000-00-samambaia-norte-samambaia-df-945943684,Casas,3,72321312.0,QR 413 Conjunto 11,3,-15.879102834660232, -48.11158794203517,QR 413- Samambaia Norte- Casas
1900,89900.0,Norte,3,Com condomínio,0.0,Com garagem,2,150.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/agio-casa-03-quartos-com-suite-qr-606-1118296673,Casas,2,72322211.0,QR 606 Conjunto 10,3,-15.858012381637142, -48.085856894840575,QR 606- Samambaia Norte- Casas
2599,343000.0,Norte,3,Sem condomínio,0.0,Com garagem,3,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/vendo-casa-3-quartos-1112606055,Casas,2,72318021.0,QR 402 Conjunto 21,2,-15.866307259725222, -48.08834855531934,QR 402- Samambaia Norte- Casas
2777,180000.0,Sul,2,Com condomínio,0.0,Com garagem,1,33.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-2-quartos-com-vaga-vinculada-1099840894,,,,,3,,,
1006,680000.0,Norte,5,Com condomínio,0.0,Sem garagem,0,180.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/predio-edificio-inteiro-qr-412-esquina-c-09-apts-de-1-quarto-2-lajes-r-680-000-samambaia-1115939489,Casas,5 ou mais,72320100.0,QR 412,2,-15.858449911503671, -48.07489680265195,QR 412- Samambaia Norte- Casas
682,209000.0,Sul,1,Com condomínio,0.0,Com garagem,1,36.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/breve-lancamento-qs-116-samambaia-1-e-2-qtos-com-lazer-1101123375,Apartamentos,1,72302560.0,QS 116,1,-15.868567239188385, -48.06719182270189,QR 116- Samambaia Sul- Apartamentos
2003,850000.0,Sul,2,Com condomínio,0.0,Sem garagem,0,400.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/predio-edificio-inteiro-para-venda-possui-400-metros-quadrados-com-2-quartos-1074520485,Apartamentos,1,72310303.0,QN 502 Conjunto 3,3,-15.883844754818588, -48.0824103323485,QR 502- Samambaia Sul- Apartamentos
1023,365000.0,Norte,3,Com condomínio,300.0,Com garagem,3,130.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/casa-com-3-quartos-na-qr-406-samambaia-norte-1115831809,Casas,1,72318206.0,QR 406 Conjunto 6,2,-15.863100158437765, -48.083494849813604,QR 406- Samambaia Norte- Casas
1055,170000.0,Norte,2,Com condomínio,0.0,Com garagem,1,50.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-condominio-elite-a-venda-possui-50-m-com-2-quartos-em-samambaia-norte-brasi-1080389026,Casas,1,72318203.0,QR 406 Conjunto 3,2,-15.863100158437765, -48.083494849813604,QR 406- Samambaia Norte- Casas
1800,207800.0,Sul,2,Com condomínio,0.0,Com garagem,1,44.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-2-quartos-pronto-emtrada-parcelada-mude-ja-1084001140,Apartamentos,1,72309303.0,QR 321 Conjunto 3,3,-15.896158968539169, -48.11739441518057,QR 321- Samambaia Sul- Apartamentos
2589,169900.0,Norte,1,Com condomínio,250.0,Com garagem,1,33.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/ganhe-ate-47-mil-de-desconto-ou-subsidio-ibti-e-registro-1062191604,Apartamentos,1,72321003.0,QR 407 Conjunto 3,3,-15.876050241346821, -48.10125828557616,QR 407- Samambaia Norte- Apartamentos
596,250000.0,Norte,4,Com condomínio,0.0,Com garagem,2,200.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/sobrado-na-qr-425-samambaia-norte-aceita-financiamento-1049428534,Casas,2,72327000.0,QR 425,3,-15.886719306891207, -48.12779199022573,QR 425- Samambaia Norte- Casas
1028,169000.0,Norte,2,Com condomínio,0.0,Com garagem,2,154.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/qr-221-otima-casa-2-quartos-mais-1-barraco-em-samambaia-norte-brasilia-df-1115708810,Casas,2,72345106.0,QR 221 Conjunto 6,3,-15.888406615173203, -48.120955895384036,QR 221- Samambaia Norte- Casas
1287,440000.0,Sul,5,Sem condomínio,0.0,Com garagem,5,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/casa-qr-308-samambaia-2-pavimentos-com-habite-se-1113001623,Casas,3,72302052.0,QN 104 Conjunto 2,3,-15.87411524884355, -48.081998606510666,QR 104- Samambaia Sul- Casas
315,59900.0,Norte,3,Com condomínio,0.0,Com garagem,2,120.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/agio-em-samambaia-norte-qr-629-1051202558,Casas,1,72335000.0,QR 629,3,-15.888837724286343, -48.143464686877074,QR 629- Samambaia Norte- Casas
135,380000.0,Sul,2,Com condomínio,515.0,Com garagem,1,101.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/cobertura-samambaia-proximo-a-estacao-de-metro-com-terraco-com-lazer-1062023684,Apartamentos,2,72304050.0,QN 120,3,-15.866467705125428, -48.06214192392817,QR 120- Samambaia Sul- Apartamentos
2739,170000.0,Norte,2,Com condomínio,0.0,Sem garagem,0,34.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/prestacao-baixa-pelo-programa-casa-verde-e-amarela-1017203311,Apartamentos,1,72321007.0,QR 407 Conjunto 7,3,-15.876050241346821, -48.10125828557616,QR 407- Samambaia Norte- Apartamentos
541,245000.0,Norte,3,Sem condomínio,0.0,Com garagem,3,112.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/casa-03-quartos-em-samambaia-norte-df-aceita-financiamento-e-fgts-perto-do-comercio-1093567032,Casas,2,72320109.0,QR 412 Conjunto 8,2,-15.858449911503671, -48.07489680265195,QR 412- Samambaia Norte- Casas
767,190000.0,Norte,3,Com condomínio,0.0,Com garagem,4,160.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/qr-419-lt-160m-com-casa-3-quartos-so-r-190-000-a-c-financiamento-samambaia-norte-1117565038,Casas,2,72325001.0,QR 419 Conjunto 1,3,-15.882608987318113, -48.11947559826455,QR 419- Samambaia Norte- Casas
148,300000.0,Norte,2,Com condomínio,426.0,Com garagem,1,56.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-samambaia-1114649970,Apartamentos,2,72322570.0,QN 614,3,-15.85281492934229, -48.07376479162934,QR 614- Samambaia Norte- Apartamentos
1985,78000.0,Norte,1,Com condomínio,280.0,Sem garagem,0,35.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/vendo-agio-de-apto-1-qto-8-andar-1034265515,Apartamentos,1,72319500.0,QN 401,3,-15.870504905684792, -48.093427273723606,QR 401- Samambaia Norte- Apartamentos
1446,205000.0,Sul,1,Com condomínio,0.0,Com garagem,1,36.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-para-venda-possui-36-metros-quadrados-com-1-quarto-em-samambaia-sul-brasilia-1108574159,,,,,3,,,
2620,171000.0,Norte,2,Com condomínio,0.0,Sem garagem,0,33.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/ap-1e2-quartos-com-subsidio-de-ate-47mil-1112407523,Apartamentos,1,72321000.0,QR 407,3,-15.876050241346821, -48.10125828557616,QR 407- Samambaia Norte- Apartamentos
210,220000.0,Sul,2,Com condomínio,380.0,Com garagem,1,45.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/excelente-oportunidade-de-apartamento-na-samambaia-sul-qs-303-residencial-vila-borghese-1032454549,Apartamentos,1,72305507.0,QS 303 Conjunto 7 Comércio,3,-15.882072521898367, -48.09155373078865,QR 303- Samambaia Sul- Apartamentos
42,550000.0,Norte,5,Sem condomínio,0.0,Com garagem,3,112.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/vendo-casa-em-samambaia-norte-sobrado-com-03-pavimentos-area-de-lazer-ac-financiamento-1093527445,Apartamentos,5 ou mais,72320109.0,QR 412 Conjunto 8,2,-15.859811710860406, -48.074294258914115,QR 412- Samambaia Norte- Apartamentos
2790,171000.0,Norte,2,Com condomínio,0.0,Sem garagem,0,33.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-2qrts-com-otimos-precos-1110350152,Apartamentos,1,72321001.0,,3,,,
2636,178000.0,Norte,2,Com condomínio,0.0,Com garagem,1,33.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-1e2-quartos-com-subsidio-de-ate-47mil-1086212221,Apartamentos,1,72321000.0,QR 407,3,-15.876050241346821, -48.10125828557616,QR 407- Samambaia Norte- Apartamentos
2883,163900.0,Norte,2,Com condomínio,0.0,Sem garagem,0,33.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-1e2-quartos-com-melhores-precos-1085077617,Apartamentos,1,72321000.0,QR 407,3,-15.876050241346821, -48.10125828557616,QR 407- Samambaia Norte- Apartamentos
2155,211990.0,Sul,2,Com condomínio,0.0,Com garagem,1,43.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/ap-2-quartos-pronto-p-morar-venha-conhecer-nossos-decorado-e-condicoes-pelo-casa-verde-1097798934,Apartamentos,1,72309303.0,QR 321 Conjunto 3,3,-15.896158968539169, -48.11739441518057,QR 321- Samambaia Sul- Apartamentos
1337,173000.0,Norte,4,Com condomínio,0.0,Com garagem,3,230.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/qr-827-otimo-sobrado-com-4-quartos-duas-suites-em-samambaia-norte-brasilia-df-1112404207,Casas,3,72339118.0,QR 827 Conjunto 3,3,-15.884189308889953, -48.145141754082715,QR 827- Samambaia Norte- Casas
4,290000.0,Norte,2,Sem condomínio,0.0,Com garagem,1,105.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/samambaia-norte-qr-402-casa-de-2-quartos-qr-402-imovel-ja-avaliado-pela-caixa-1118349693,Casas,1,72318030.0,QR 402 Conjunto 29,2,-15.866307259725222, -48.08834855531934,QR 402- Samambaia Norte- Casas
686,589000.0,Norte,5,Com condomínio,0.0,Com garagem,3,120.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/sobrado-5-quartos-closet-e-garagem-qr401-samambaia-983152345,Casas,5 ou mais,72319009.0,QR 401 Conjunto 9,3,-15.869261345322371, -48.09402396752223,QR 401- Samambaia Norte- Casas
1060,175000.0,Norte,2,Com condomínio,350.0,Com garagem,1,70.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-para-venda-tem-70-metros-quadrados-com-2-quartos-em-samambaia-norte-brasilia-907833868,Apartamentos,1,72320580.0,QS 414,2,-15.858894728758774, -48.0713784436007,QR 414- Samambaia Norte- Apartamentos
1000,279000.0,Sul,2,Com condomínio,0.0,Com garagem,4,70.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/casa-para-venda-possui-70-metros-quadrados-com-2-quartos-em-samambaia-sul-brasilia-df-1046908576,Casas,2,72308811.0,QR 318 Conjunto 10,2,-15.873146297009486, -48.062629516874,QR 318- Samambaia Sul- Casas
2640,163000.0,Norte,2,Com condomínio,0.0,Sem garagem,0,33.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-1e2-quartos-com-lazer-completo-1086173903,Apartamentos,1,72321000.0,QR 407,3,-15.876050241346821, -48.10125828557616,QR 407- Samambaia Norte- Apartamentos
2772,209000.0,Sul,2,Com condomínio,0.0,Com garagem,1,42.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-2-quartos-com-vaga-de-garagem-vinculada-1089164113,Apartamentos,1,72310000.0,,3,,,
786,255000.0,Norte,2,Com condomínio,360.0,Com garagem,1,52.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-para-venda-com-52-metros-quadrados-com-2-quartos-em-samambaia-norte-brasilia-1107108465,Apartamentos,2,72321000.0,QR 407,3,-15.876050241346821, -48.10125828557616,QR 407- Samambaia Norte- Apartamentos
809,485000.0,Norte,5,Com condomínio,0.0,Com garagem,5,200.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/sobrado-para-venda-com-200-m-com-7-quartos-lote-de-esquina-em-samambaia-norte-brasilia-1103748267,Casas,5 ou mais,72316002.0,QR 206 Conjunto 2,1,-15.868219059688109, -48.08074115350348,QR 206- Samambaia Norte- Casas
939,210000.0,Sul,2,Com condomínio,0.0,Com garagem,4,150.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/casa-de-2-quartos-com-1-suite-a-venda-na-qr-327-samambaia-sul-brasilia-1083835678,Casas,1,72311104.0,QR 327 Conjunto 4,3,-15.8993399951858, -48.12600966729613,QR 327- Samambaia Sul- Casas
403,185000.0,Norte,3,Sem condomínio,0.0,Com garagem,2,92.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/agio-412-samambaia-norte-3-quartos-sala-armarios-planejados-garagem-2-carros-1113805353,Casas,,72320118.0,QR 412 Conjunto 16,2,-15.858449911503671, -48.07489680265195,QR 412- Samambaia Norte- Casas
1243,400000.0,Norte,2,Com condomínio,0.0,Com garagem,2,105.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/excelente-casa-com-2-quartos-na-qr-402-samambaia-norte-1113500633,Casas,2,72318002.0,QR 402 Conjunto 2,2,-15.866307259725222, -48.08834855531934,QR 402- Samambaia Norte- Casas
2902,163800.0,Norte,2,Com condomínio,0.0,Sem garagem,0,33.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-1e2-quartos-com-lazer-completo-1086206103,Apartamentos,1,72321000.0,QR 407,3,-15.876050241346821, -48.10125828557616,QR 407- Samambaia Norte- Apartamentos
260,330000.0,Norte,5,Com condomínio,0.0,Com garagem,3,171.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/casa-a-venda-em-samambaia-norte-qr-401-aceita-financiamento-1105235198,,,,,3,,,
2878,212000.0,Sul,2,Com condomínio,0.0,Com garagem,1,42.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-com-melhores-condicoes-no-df-1096831258,,,,,3,,,
369,165000.0,Norte,3,Com condomínio,0.0,Com garagem,1,115.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/casa-para-venda-em-brasilia-samambaia-3-dormitorios-2-banheiros-1-vaga-1115869872,Casas,2,72331802.0,QR 615 Conjunto 2,3,-15.874322573005268, -48.117607283719614,QR 615- Samambaia Norte- Casas
2151,160000.0,Norte,1,Com condomínio,320.0,Sem garagem,0,35.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/excelente-apartamento-de-01-quartos-com-suite-nascente-1116708622,Apartamentos,1,72320000.0,QR 410,2,-15.860899954620459, -48.07705924177919,QR 410- Samambaia Norte- Apartamentos
