,house_category,n_bathrooms,CEP,Logradouro
2548,Casas,,72300630,Quadra 302
2549,Casas,2,72311800,QR 505
2550,,,,
2551,Apartamentos,1,72318210,QR 406 Conjunto 9-A
2552,Apartamentos,1,72318210,QR 406 Conjunto 9-A
2553,,,,
2554,Apartamentos,1,72306500,QS 304
2555,Apartamentos,1,72300530,Quadra 301
2556,Apartamentos,1,72320000,QR 410
2557,Apartamentos,1,72309304,QR 321 Conjunto 4
2558,,,,
2559,Apartamentos,1,72309303,QR 321 Conjunto 3
2560,,,,
2561,Casas,,72321002,QR 407 Conjunto 2
2562,Apartamentos,1,72321000,QR 407
2563,,,,
2564,Apartamentos,1,72311405,QN 503 Conjunto 5
2565,Apartamentos,1,72321000,QR 407
2566,Apartamentos,1,72300530,Quadra 301
2567,Apartamentos,1,72321000,QR 407
2568,Apartamentos,1,72321000,QR 407
2569,Apartamentos,1,72321000,QR 407
2570,Apartamentos,1,72321007,QR 407 Conjunto 7
2571,Apartamentos,1,72322814,QI 616 Conjunto D Comércio
2572,Apartamentos,1,72321006,QR 407 Conjunto 6
2573,Apartamentos,1,72318210,QR 406 Conjunto 9-A
2574,Apartamentos,1,72321000,QR 407
2575,Apartamentos,1,72321000,QR 407
2576,Apartamentos,1,72321012,QR 407 Conjunto 12
2577,Casas,2,72310400,QR 502
2578,Apartamentos,1,72321000,QR 407
2579,Apartamentos,1,72321000,QR 407
2580,Apartamentos,1,72321005,QR 407 Conjunto 5
2581,Apartamentos,1,72318210,QR 406 Conjunto 9-A
2582,Apartamentos,1,72321001,QR 407 Conjunto 1
2583,Apartamentos,1,72321007,QR 407 Conjunto 7
2584,Apartamentos,1,72321000,QR 407
2585,Apartamentos,1,72321000,
2586,,,,
2587,Casas,2,72310412,QR 502 Conjunto 12
2588,Apartamentos,1,72320301,QI 416 Conjunto 1
2589,Apartamentos,1,72321003,QR 407 Conjunto 3
2590,,,,
2591,Apartamentos,1,72321005,QR 407 Conjunto 5
2592,Apartamentos,1,72321005,QR 407 Conjunto 5
2593,,,,
2594,Casas,4,72321103,QR 409 Conjunto 3
2595,Casas,5 ou mais,72312108,QR 506 Conjunto 8
2596,,,,
2597,Apartamentos,1,72329022,QR 429 Conjunto 22
2598,Apartamentos,1,72302151,QN 106 Conjunto 1
2599,Casas,2,72318021,QR 402 Conjunto 21
2600,Apartamentos,1,72321009,QR 407 Conjunto 9
2601,Casas,1,72321314,QR 413 Conjunto 12
2602,Apartamentos,1,72300530,Quadra 301
2603,Apartamentos,1,72321000,QR 407
2604,Apartamentos,1,72321000,QR 407
2605,Apartamentos,1,72321007,QR 407 Conjunto 7
2606,Casas,2,72325000,QR 419
2607,Apartamentos,1,72320000,
2608,Apartamentos,1,72321000,QR 407
2609,Casas,3,72315100,QR 515
2610,Casas,2,72338752,QR 833 Conjunto 2
2611,Apartamentos,1,72321005,QR 407 Conjunto 5
2612,Apartamentos,1,72321000,QR 407
2613,Apartamentos,1,72318504,QN 402 Conjunto D Comércio
2614,Apartamentos,1,72321000,QR 407
2615,Apartamentos,1,72321000,QR 407
2616,Apartamentos,2,72301701,QR 115 Conjunto 1
2617,Apartamentos,1,72321000,QR 407
2618,Apartamentos,1,72310000,QN 320
2619,Casas,2,72311320,QR 501 Conjunto 20
2620,Apartamentos,1,72321000,QR 407
2621,Apartamentos,1,72300530,Quadra 301
2622,,,,
2623,Apartamentos,1,72318500,QN 402
2624,Apartamentos,1,72310000,QN 320
2625,Apartamentos,1,72319523,QS 401 Conjunto C Comércio
2626,Apartamentos,1,72321502,QN 407 Conjunto B Comércio
2627,Apartamentos,1,72310000,QN 320
2628,,,,
2629,Casas,1,72320312,QI 416 Conjunto B
2630,Casas,2,72311808,QR 505 Conjunto 7
2631,Casas,1,72320312,QI 416 Conjunto B
2632,Apartamentos,1,72309302,QR 321 Conjunto 2
2633,,,,
2634,Apartamentos,2,72304050,QN 120
2635,Casas,2,72319200,QR 405
2636,Apartamentos,1,72321000,QR 407
2637,,,,
2638,Apartamentos,1,72321000,QR 407
2639,Apartamentos,1,72321000,QR 407
2640,Apartamentos,1,72321000,QR 407
2641,Apartamentos,1,72321000,QR 407
2642,,,,
2643,Apartamentos,1,72321009,QR 407 Conjunto 9
2644,Apartamentos,1,72304502,QS 120 Conjunto 2
2645,Apartamentos,1,72321514,
2646,Casas,1,72310418,
2647,Apartamentos,1,72321004,QR 407 Conjunto 4
2648,Apartamentos,1,72321000,QR 407
2649,Apartamentos,1,72321012,QR 407 Conjunto 12
2650,Apartamentos,1,72321006,QR 407 Conjunto 6
2651,Apartamentos,1,72321008,QR 407 Conjunto 8
2652,Apartamentos,1,72311600,QR 503
2653,,,,
2654,Apartamentos,1,72309307,QR 321 Conjunto 7
2655,Apartamentos,1,72309302,QR 321 Conjunto 2
2656,,,,
2657,Casas,3,72305501,QS 303 Conjunto 1 Comércio
2658,Apartamentos,1,72321005,QR 407 Conjunto 5
2659,Apartamentos,1,72310000,QN 320
2660,Apartamentos,2,72304050,QN 120
2661,,,,
2662,,,,
2663,Apartamentos,1,72321000,QR 407
2664,Apartamentos,1,72309307,QR 321 Conjunto 7
2665,Apartamentos,1,72321007,QR 407 Conjunto 7
2666,Casas,2,72339075,QR 1033 Conjunto 5
2667,,,,
2668,Apartamentos,1,72321008,QR 407 Conjunto 8
2669,Casas,2,72307800,QR 317
2670,Casas,2,72321203,QR 411 Conjunto 3
2671,Casas,1,72316122,QR 208 Conjunto 21
2672,Apartamentos,1,72309303,QR 321 Conjunto 3
2673,,,,
2674,,,,
2675,Apartamentos,1,72310000,QN 320
2676,Apartamentos,1,72321000,QR 407
2677,,,,
2678,Apartamentos,1,72302151,QN 106 Conjunto 1
2679,Apartamentos,1,72321008,
2680,Casas,3,72310200,
2681,Apartamentos,1,72321000,QR 407
2682,Casas,2,72314108,QR 514 Conjunto 8
2683,Apartamentos,1,72302851,QN 118 Conjunto 1
2684,Apartamentos,1,72321000,QR 407
2685,Apartamentos,1,72321003,QR 407 Conjunto 3
2686,Apartamentos,1,72321000,QR 407
2687,Apartamentos,1,72321001,QR 407 Conjunto 1
2688,Casas,1,72311314,QR 501 Conjunto 14
2689,Apartamentos,1,72321007,QR 407 Conjunto 7
2690,Apartamentos,1,72305303,QR 305 Conjunto 3
2691,Apartamentos,1,72321000,QR 407
2692,Apartamentos,1,72321006,QR 407 Conjunto 6
2693,Apartamentos,1,72321000,QR 407
2694,,,,
2695,Apartamentos,1,72321007,QR 407 Conjunto 7
2696,Apartamentos,1,72321000,QR 407
2697,,,,
2698,Apartamentos,1,72309302,QR 321 Conjunto 2
2699,Apartamentos,1,72309307,QR 321 Conjunto 7
2700,Apartamentos,1,72308007,QN 312 Conjunto 7
2701,Apartamentos,1,72321008,QR 407 Conjunto 8
2702,Apartamentos,1,72321000,QR 407
2703,Casas,1,72302207,QR 108 Conjunto 7
2704,Apartamentos,1,72321006,QR 407 Conjunto 6
2705,Apartamentos,2,72304050,QN 120
2706,Apartamentos,1,72321000,QR 407
2707,Apartamentos,1,72318574,QS 406 Conjunto D Comércio
2708,Apartamentos,1,72321003,QR 407 Conjunto 3
2709,Casas,2,72311808,QR 505 Conjunto 7
2710,Apartamentos,1,72321009,QR 407 Conjunto 9
2711,Casas,1,72310025,
2712,Casas,1,72305001,QN 303 Conjunto 1
2713,Apartamentos,1,72321006,QR 407 Conjunto 6
2714,Casas,2,72345103,QR 221 Conjunto 3
2715,Apartamentos,1,72321003,QR 407 Conjunto 3
2716,Apartamentos,1,72321000,QR 407
2717,Apartamentos,1,72321000,QR 407
2718,Apartamentos,1,72321000,
2719,Apartamentos,1,72321007,QR 407 Conjunto 7
2720,Apartamentos,1,72302804,QR 118 Conjunto 3-A
2721,Casas,2,72305531,QS 309 Conjunto 1 Comércio
2722,Apartamentos,1,72321000,QR 407
2723,Apartamentos,1,72321000,QR 407
2724,,,,
2725,Apartamentos,1,72321008,QR 407 Conjunto 8
2726,Apartamentos,1,72321009,QR 407 Conjunto 9
2727,Apartamentos,1,72321000,QR 407
2728,Casas,2,72312617,QR 510 Conjunto 16
2729,Casas,1,72309609,QR 323 Conjunto 9
2730,,,,
2731,Apartamentos,1,72331100,QR 603
2732,,,,
2733,Apartamentos,1,72320000,QR 410
2734,Apartamentos,1,72321005,QR 407 Conjunto 5
2735,Apartamentos,1,72309305,QR 321 Conjunto 5
2736,Apartamentos,1,72321001,QR 407 Conjunto 1
2737,,,,
2738,Apartamentos,1,72310000,QN 320
2739,Apartamentos,1,72321007,QR 407 Conjunto 7
2740,Apartamentos,1,72321003,QR 407 Conjunto 3
2741,Apartamentos,1,72318571,QS 406 Conjunto A Comércio
2742,Apartamentos,1,72321000,QR 407
2743,Apartamentos,1,72310000,QN 320
2744,Casas,2,72307301,QR 313 Conjunto 1
2745,Apartamentos,1,72321002,QR 407 Conjunto 2
2746,Apartamentos,1,72321000,QR 407
2747,Apartamentos,1,72321008,QR 407 Conjunto 8
2748,Apartamentos,1,72321008,QR 407 Conjunto 8
2749,Casas,2,72320300,QI 416
2750,Casas,,72314807,
2751,Apartamentos,1,72321000,QR 407
2752,Apartamentos,1,72310309,QN 502 Conjunto 9
2753,Apartamentos,1,72321003,
2754,,,,
2755,Apartamentos,1,72321000,QR 407
2756,Apartamentos,1,72321001,QR 407 Conjunto 1
2757,Apartamentos,1,72321000,QR 407
2758,,,,
2759,Apartamentos,1,72321001,QR 407 Conjunto 1
2760,Casas,2,72341102,QR 203 Conjunto 2
2761,Apartamentos,2,72318210,QR 406 Conjunto 9-A
2762,Apartamentos,1,72321000,QR 407
2763,Casas,3,72312600,QR 510
2764,Casas,4,72312307,QR 508 Conjunto 6
2765,Apartamentos,1,72310000,QN 320
2766,,,,
2767,Apartamentos,2,72300530,Quadra 301
2768,Casas,1,72319019,QR 401 Conjunto 19
2769,Apartamentos,2,72315558,QS 517 Conjunto H Comércio
2770,,,,
2771,Apartamentos,1,72321000,QR 407
2772,Apartamentos,1,72310000,
2773,,,,
2774,Apartamentos,1,72321000,QR 407
2775,Apartamentos,1,72306301,QR 306 Conjunto 1
2776,,,,
2777,,,,
2778,Apartamentos,1,72310000,QN 320
2779,Apartamentos,1,72321556,QS 411 Conjunto F
2780,Apartamentos,1,72306301,QR 306 Conjunto 1
2781,Apartamentos,1,72320302,QI 416 Conjunto 2
2782,Apartamentos,1,72321000,QR 407
2783,Apartamentos,1,72321000,QR 407
2784,Casas,2,72302317,QR 110 Conjunto 17
2785,Apartamentos,2,72300531,Quadra 301 Conjunto 1
2786,Apartamentos,2,72320540,QN 412
2787,Apartamentos,1,72321000,QR 407
2788,Apartamentos,1,72321001,QR 407 Conjunto 1
2789,Casas,1,72310701,QR 504 Conjunto 1
2790,Apartamentos,1,72321001,
2791,Apartamentos,1,72321003,QR 407 Conjunto 3
2792,Casas,3,72331100,QR 603
2793,Apartamentos,1,72321000,QR 407
2794,Casas,2,72338752,QR 833 Conjunto 2
2795,Apartamentos,1,72321000,QR 407
2796,Casas,1,72303204,QR 127 Conjunto 4
2797,Apartamentos,1,72321000,QR 407
2798,Apartamentos,1,72321000,QR 407
2799,,,,
2800,Apartamentos,1,72321000,QR 407
2801,Casas,1,72341351,QN 207 Conjunto 1
2802,,,,
2803,Apartamentos,1,72321009,QR 407 Conjunto 9
2804,Apartamentos,1,72302851,QN 118 Conjunto 1
2805,Apartamentos,1,72321010,QR 407 Conjunto 10
2806,Apartamentos,1,72310000,QN 320
2807,Apartamentos,1,72321012,QR 407 Conjunto 12
2808,,,,
2809,,,,
2810,,,,
2811,Casas,1,72302052,QN 104 Conjunto 2
2812,Casas,1,72333004,QR 617 Conjunto 4
2813,Casas,1,72305607,QR 307 Conjunto 7
2814,Casas,5 ou mais,72322010,QR 602 Conjunto 10
2815,Apartamentos,1,72321001,QR 407 Conjunto 1
2816,Apartamentos,1,72321000,QR 407
2817,Apartamentos,1,72321012,QR 407 Conjunto 12
2818,Apartamentos,1,72321001,QR 407 Conjunto 1
2819,Apartamentos,1,72321000,QR 407
2820,Apartamentos,1,72306601,QR 308 Conjunto 1
2821,Apartamentos,1,72305500,QS 303
2822,Casas,1,72312201,QN 508 Conjunto 1
2823,,,,
2824,Apartamentos,1,72321000,QR 407
2825,Apartamentos,1,72321000,QR 407
2826,Casas,2,72318002,QR 402 Conjunto 2
2827,Apartamentos,1,72338663,QR 829 Conjunto 3
2828,,,,
2829,Apartamentos,1,72321000,QR 407
2830,Apartamentos,1,72321001,QR 407 Conjunto 1
2831,Apartamentos,1,72321000,QR 407
2832,Apartamentos,1,72321000,QR 407
2833,Apartamentos,1,72321012,QR 407 Conjunto 12
2834,Apartamentos,1,72310000,QN 320
2835,,,,
2836,,,,
2837,,,,
2838,Apartamentos,1,72320151,
2839,,,,
2840,Apartamentos,1,72318115,QR 404 Conjunto 13-A
2841,Apartamentos,1,72306601,QR 308 Conjunto 1
2842,Casas,1,72305810,QR 309 Conjunto 9
2843,Apartamentos,1,72321000,QR 407
2844,Apartamentos,1,72318520,QS 402
2845,Apartamentos,1,72310000,QN 320
2846,Apartamentos,1,72321009,QR 407 Conjunto 9
2847,Apartamentos,1,72321000,QR 407
2848,Casas,2,72307313,QR 313 Conjunto 13
2849,Apartamentos,1,72310000,QN 320
2850,Casas,2,72315118,
2851,Casas,,72321302,QR 413 Conjunto 2
2852,Casas,1,72317001,QR 521 Conjunto 1
2853,Apartamentos,1,72321008,QR 407 Conjunto 8
2854,Apartamentos,1,72321006,QR 407 Conjunto 6
2855,Apartamentos,1,72321000,QR 407
2856,Apartamentos,1,72321005,QR 407 Conjunto 5
2857,Apartamentos,1,72321006,QR 407 Conjunto 6
2858,Apartamentos,1,72321105,QR 409 Conjunto 5
2859,Casas,3,72325580,QS 423
2860,Apartamentos,1,72319579,QS 405 Conjunto I Comércio
2861,Casas,,72341204,QR 205 Conjunto 4
2862,Apartamentos,1,72321000,QR 407
2863,Apartamentos,1,72321006,QR 407 Conjunto 6
2864,Apartamentos,1,72321000,QR 407
2865,Apartamentos,1,72321000,QR 407
2866,Apartamentos,1,72321007,QR 407 Conjunto 7
2867,Apartamentos,1,72321000,QR 407
2868,Casas,1,72339031,QR 1031 Conjunto 1
2869,Apartamentos,1,72321000,QR 407
2870,Apartamentos,1,72321008,QR 407 Conjunto 8
2871,Apartamentos,1,72321001,QR 407 Conjunto 1
2872,Apartamentos,1,72321000,QR 407
2873,Apartamentos,1,72321001,QR 407 Conjunto 1
2874,,,,
2875,Apartamentos,1,72321000,QR 407
2876,Apartamentos,1,72331100,QR 603
2877,Apartamentos,1,72307103,QR 311 Conjunto 3
2878,,,,
2879,,,,
2880,Apartamentos,1,72321008,
2881,Apartamentos,1,72320017,QR 410 Conjunto 15
2882,Apartamentos,1,72302304,QR 110 Conjunto 4
2883,Apartamentos,1,72321000,QR 407
2884,Apartamentos,1,72321000,QR 407
2885,Apartamentos,1,72308005,
2886,,,,
2887,Apartamentos,1,72321000,QR 407
2888,Casas,5 ou mais,72317800,Rodovia BR-060
2889,Casas,2,72302052,QN 104 Conjunto 2
2890,Apartamentos,1,72321000,QR 407
2891,Apartamentos,1,72321000,QR 407
2892,Apartamentos,1,72310000,QN 320
2893,,,,
2894,,,,
2895,,,,
2896,,,,
2897,Casas,2,72316210,QR 210 Conjunto 10
2898,Apartamentos,1,72321000,QR 407
2899,,,,
2900,Casas,3,72302608,QR 114 Conjunto 7 Comércio
2901,,,,
2902,Apartamentos,1,72321000,QR 407
2903,Casas,2,72308605,QR 316 Conjunto 5
2904,Apartamentos,1,72321000,QR 407
2905,,,,
2906,,,,
2907,,,,
2908,Apartamentos,1,72321005,QR 407 Conjunto 5
2909,Apartamentos,1,72321000,QR 407
2910,Apartamentos,1,72321000,QR 407
2911,Apartamentos,1,72321008,QR 407 Conjunto 8
2912,Apartamentos,1,72321008,QR 407 Conjunto 8
2913,Apartamentos,1,72321000,QR 407
2914,Apartamentos,1,72321001,QR 407 Conjunto 1
2915,,,,
2916,Apartamentos,1,72321000,QR 407
2917,,,,
2918,Casas,2,72307312,QR 313 Conjunto 12
2919,Apartamentos,2,72310502,QS 320 Conjunto 2 Comércio
2920,,,,
2921,Apartamentos,1,72321000,QR 407
2922,Apartamentos,1,72321000,QR 407
2923,Apartamentos,1,72321000,QR 407
2924,,,,
2925,Apartamentos,1,72321003,QR 407 Conjunto 3
